,counter,phi,theta,psi,accel_x,accel_y,accel_z,gps_x,gps_y,gps_z,height,ultrasound,opticflow_vx,opticflow_vy
1517,1517,-339,506,10502,106,-173,3,392433292,30035899,500219767,1.035156,3152,18.656387,94.902153
1518,1518,-296,481,10519,-60,-186,-84,392433294,30035901,500219765,1.039062,3153,27.031214,92.123993
1519,1519,-296,481,10519,-60,-186,-84,392433294,30035901,500219765,1.039062,3153,27.031214,92.123993
1520,1520,-296,481,10519,-60,-186,-84,392433294,30035901,500219765,1.039062,3153,27.031214,92.123993
1521,1521,-309,488,10507,174,-17,-133,392433297,30035903,500219763,1.035156,3157,-3.118986,94.427086
1522,1522,-309,488,10507,174,-17,-133,392433297,30035903,500219763,1.035156,3157,-3.118986,94.427086
1523,1523,-309,488,10507,174,-17,-133,392433297,30035903,500219763,1.035156,3157,-3.118986,94.427086
1524,1524,-295,520,10480,-44,-201,-92,392433299,30035905,500219761,1.039062,3161,9.373396,101.51442
1525,1525,-295,520,10480,-44,-201,-92,392433299,30035905,500219761,1.039062,3161,9.373396,101.51442
1526,1526,-295,520,10480,-44,-201,-92,392433299,30035905,500219761,1.039062,3161,9.373396,101.51442
1527,1527,-331,560,10454,445,-399,-269,392433302,30035907,500219759,1.039062,3164,-37.526455,87.748405
1528,1528,-331,560,10454,445,-399,-269,392433302,30035907,500219759,1.039062,3164,-37.526455,87.748405
1529,1529,-331,560,10454,445,-399,-269,392433302,30035907,500219759,1.039062,3164,-37.526455,87.748405
1530,1530,-306,570,10469,213,-159,8,392433304,30035909,500219758,1.046875,3186,31.587103,83.96756
1531,1531,-306,570,10469,213,-159,8,392433304,30035909,500219758,1.046875,3186,31.587103,83.96756
1532,1532,-306,570,10469,213,-159,8,392433304,30035909,500219758,1.046875,3186,31.587103,83.96756
1533,1533,-306,595,10457,67,-172,135,392433307,30035911,500219756,1.046875,3199,-3.180626,96.293236
1534,1534,-306,595,10457,67,-172,135,392433307,30035911,500219756,1.046875,3199,-3.180626,96.293236
1535,1535,-306,595,10457,67,-172,135,392433307,30035911,500219756,1.046875,3199,-3.180626,96.293236
1536,1536,-322,613,10435,-49,-211,-130,392433309,30035913,500219755,1.050781,3191,3.166929,93.540047
1537,1537,-322,613,10435,-49,-211,-130,392433309,30035913,500219755,1.050781,3191,3.166929,93.540047
1538,1538,-322,613,10435,-49,-211,-130,392433309,30035913,500219755,1.050781,3191,3.166929,93.540047
1539,1539,-317,631,10437,-52,-138,-57,392433311,30035915,500219753,1.050781,3206,0.0,98.684341
1540,1540,-317,631,10437,-52,-138,-57,392433311,30035915,500219753,1.050781,3206,0.0,98.684341
1541,1541,-317,631,10437,-52,-138,-57,392433311,30035915,500219753,1.050781,3206,0.0,98.684341
1542,1542,-303,654,10458,105,-245,600,392433313,30035918,500219752,1.050781,3204,-3.180626,86.898773
1543,1543,-303,654,10458,105,-245,600,392433313,30035918,500219752,1.050781,3204,-3.180626,86.898773
1544,1544,-303,654,10458,105,-245,600,392433313,30035918,500219752,1.050781,3204,-3.180626,86.898773
1545,1545,-268,628,10505,-342,-107,62,392433314,30035919,500219750,1.046875,3212,4.271883,94.632416
1546,1546,-268,628,10505,-342,-107,62,392433314,30035919,500219750,1.046875,3212,4.271883,94.632416
1547,1547,-268,628,10505,-342,-107,62,392433314,30035919,500219750,1.046875,3212,4.271883,94.632416
1548,1548,-283,638,10530,-583,184,5,392433316,30035921,500219748,1.046875,2919,9.392118,77.674919
1549,1549,-283,638,10530,-583,184,5,392433316,30035921,500219748,1.046875,2919,9.392118,77.674919
1550,1550,-283,638,10530,-583,184,5,392433316,30035921,500219748,1.046875,2919,9.392118,77.674919
1551,1551,-337,656,10524,-35,-334,-384,392433319,30035924,500219746,1.042969,3174,20.948484,37.124714
1552,1552,-337,656,10524,-35,-334,-384,392433319,30035924,500219746,1.042969,3174,20.948484,37.124714
1553,1553,-337,656,10524,-35,-334,-384,392433319,30035924,500219746,1.042969,3174,20.948484,37.124714
1554,1554,-411,604,10538,426,-217,-304,392433321,30035927,500219743,1.046875,3122,29.327877,58.780792
1555,1555,-411,604,10538,426,-217,-304,392433321,30035927,500219743,1.046875,3122,29.327877,58.780792
1556,1556,-411,604,10538,426,-217,-304,392433321,30035927,500219743,1.046875,3122,29.327877,58.780792
1557,1557,-392,534,10595,67,-80,-22,392433324,30035930,500219741,1.046875,3193,27.38736,132.22847
1558,1558,-392,534,10595,67,-80,-22,392433324,30035930,500219741,1.046875,3193,27.38736,132.22847
1559,1559,-361,504,10642,115,-230,313,392433327,30035932,500219739,1.046875,3209,36.062626,59.523888
1560,1560,-361,504,10642,115,-230,313,392433327,30035932,500219739,1.046875,3209,36.062626,59.523888
1561,1561,-361,504,10642,115,-230,313,392433327,30035932,500219739,1.046875,3209,36.062626,59.523888
1562,1562,-346,453,10670,98,-405,-69,392433329,30035935,500219737,1.050781,3205,-8.437838,113.708603
1563,1563,-346,453,10670,98,-405,-69,392433329,30035935,500219737,1.050781,3205,-8.437838,113.708603
1564,1564,-346,453,10670,98,-405,-69,392433329,30035935,500219737,1.050781,3205,-8.437838,113.708603
1565,1565,-346,453,10670,98,-405,-69,392433329,30035935,500219737,1.050781,3205,-8.437838,113.708603
1566,1566,-340,428,10702,185,-289,-49,392433331,30035938,500219735,1.042969,3173,-9.472019,102.582504
1567,1567,-340,428,10702,185,-289,-49,392433331,30035938,500219735,1.042969,3173,-9.472019,102.582504
1568,1568,-340,428,10702,185,-289,-49,392433331,30035938,500219735,1.042969,3173,-9.472019,102.582504
1569,1569,-326,403,10732,86,-352,-134,392433334,30035941,500219733,1.039062,3157,3.131314,104.049126
1570,1570,-326,403,10732,86,-352,-134,392433334,30035941,500219733,1.039062,3157,3.131314,104.049126
1571,1571,-326,403,10732,86,-352,-134,392433334,30035941,500219733,1.039062,3157,3.131314,104.049126
1572,1572,-331,388,10750,29,-103,-370,392433336,30035943,500219731,1.042969,3154,3.114877,103.502945
1573,1573,-331,388,10750,29,-103,-370,392433336,30035943,500219731,1.042969,3154,3.114877,103.502945
1574,1574,-331,388,10750,29,-103,-370,392433336,30035943,500219731,1.042969,3154,3.114877,103.502945
1575,1575,-325,412,10755,-165,-151,150,392433339,30035945,500219729,1.042969,3149,-15.519592,103.138809
1576,1576,-325,412,10755,-165,-151,150,392433339,30035945,500219729,1.042969,3149,-15.519592,103.138809
1577,1577,-325,412,10755,-165,-151,150,392433339,30035945,500219729,1.042969,3149,-15.519592,103.138809
1578,1578,-311,440,10747,-190,-177,143,392433341,30035947,500219727,1.042969,3171,0.0,92.690407
1579,1579,-311,440,10747,-190,-177,143,392433341,30035947,500219727,1.042969,3171,0.0,92.690407
1580,1580,-299,457,10746,-215,98,-175,392433343,30035950,500219724,1.039062,3144,0.0,105.896065
1581,1581,-299,457,10746,-215,98,-175,392433343,30035950,500219724,1.039062,3144,0.0,105.896065
1582,1582,-299,457,10746,-215,98,-175,392433343,30035950,500219724,1.039062,3144,0.0,105.896065
1583,1583,-254,484,10758,-175,-74,65,392433346,30035952,500219722,1.039062,3030,12.377321,114.244675
1584,1584,-254,484,10758,-175,-74,65,392433346,30035952,500219722,1.039062,3030,12.377321,114.244675
1585,1585,-254,484,10758,-175,-74,65,392433346,30035952,500219722,1.039062,3030,12.377321,114.244675
1586,1586,-209,506,10762,-250,-160,56,392433349,30035955,500219719,1.035156,2762,6.122911,108.509682
1587,1587,-209,506,10762,-250,-160,56,392433349,30035955,500219719,1.035156,2762,6.122911,108.509682
1588,1588,-209,506,10762,-250,-160,56,392433349,30035955,500219719,1.035156,2762,6.122911,108.509682
1589,1589,-171,525,10731,-111,-65,-163,392433352,30035958,500219716,1.035156,2771,15.541511,99.459122
1590,1590,-171,525,10731,-111,-65,-163,392433352,30035958,500219716,1.035156,2771,15.541511,99.459122
1591,1591,-171,525,10731,-111,-65,-163,392433352,30035958,500219716,1.035156,2771,15.541511,99.459122
1592,1592,-175,551,10602,257,-364,-268,392433355,30035961,500219714,1.03125,3103,0.0,77.063324
1593,1593,-175,551,10602,257,-364,-268,392433355,30035961,500219714,1.03125,3103,0.0,77.063324
1594,1594,-175,551,10602,257,-364,-268,392433355,30035961,500219714,1.03125,3103,0.0,77.063324
1595,1595,-202,538,10429,276,-584,-414,392433358,30035964,500219711,1.03125,3094,0.0,100.225815
1596,1596,-202,538,10429,276,-584,-414,392433358,30035964,500219711,1.03125,3094,0.0,100.225815
1597,1597,-202,538,10429,276,-584,-414,392433358,30035964,500219711,1.03125,3094,0.0,100.225815
1598,1598,-204,506,10256,139,-245,38,392433361,30035967,500219709,1.035156,3087,21.411011,90.343819
1599,1599,-204,506,10256,139,-245,38,392433361,30035967,500219709,1.035156,3087,21.411011,90.343819
1600,1600,-204,506,10256,139,-245,38,392433361,30035967,500219709,1.035156,3087,21.411011,90.343819
1601,1601,-278,487,10025,513,-329,4,392433364,30035970,500219707,1.042969,3113,-30.614555,81.382256
1602,1602,-278,487,10025,513,-329,4,392433364,30035970,500219707,1.042969,3113,-30.614555,81.382256
1603,1603,-278,487,10025,513,-329,4,392433364,30035970,500219707,1.042969,3113,-30.614555,81.382256
1604,1604,-297,456,9821,655,-141,259,392433366,30035972,500219705,1.042969,3128,6.172224,82.037689
1605,1605,-297,456,9821,655,-141,259,392433366,30035972,500219705,1.042969,3128,6.172224,82.037689
1606,1606,-297,456,9821,655,-141,259,392433366,30035972,500219705,1.042969,3128,6.172224,82.037689
1607,1607,-330,422,9558,737,-239,-42,392433368,30035974,500219703,1.039062,3123,0.0,63.580524
1608,1608,-330,422,9558,737,-239,-42,392433368,30035974,500219703,1.039062,3123,0.0,63.580524
1609,1609,-330,422,9558,737,-239,-42,392433368,30035974,500219703,1.039062,3123,0.0,63.580524
1610,1610,-387,407,9166,644,-225,-139,392433370,30035976,500219701,1.03125,3104,-6.109213,31.577858
1611,1611,-387,407,9166,644,-225,-139,392433370,30035976,500219701,1.03125,3104,-6.109213,31.577858
1612,1612,-387,407,9166,644,-225,-139,392433370,30035976,500219701,1.03125,3104,-6.109213,31.577858
1613,1613,-484,411,8534,110,-304,160,392433370,30035978,500219700,1.027344,3096,-42.496017,-8.965603
1614,1614,-484,411,8534,110,-304,160,392433370,30035978,500219700,1.027344,3096,-42.496017,-8.965603
1615,1615,-484,411,8534,110,-304,160,392433370,30035978,500219700,1.027344,3096,-42.496017,-8.965603
1616,1616,-613,388,7866,533,-354,-33,392433370,30035979,500219699,1.023438,3079,-120.924065,35.716755
1617,1617,-613,388,7866,533,-354,-33,392433370,30035979,500219699,1.023438,3079,-120.924065,35.716755
1618,1618,-613,388,7866,533,-354,-33,392433370,30035979,500219699,1.023438,3079,-120.924065,35.716755
1619,1619,-727,345,7213,417,-113,-249,392433370,30035980,500219699,1.019531,3064,-48.018967,17.728912
1620,1620,-727,345,7213,417,-113,-249,392433370,30035980,500219699,1.019531,3064,-48.018967,17.728912
1621,1621,-727,345,7213,417,-113,-249,392433370,30035980,500219699,1.019531,3064,-48.018967,17.728912
1622,1622,-767,285,6684,-59,-270,-180,392433370,30035981,500219699,1.015625,3048,-53.577526,39.56234
1623,1623,-767,285,6684,-59,-270,-180,392433370,30035981,500219699,1.015625,3048,-53.577526,39.56234
1624,1624,-767,285,6684,-59,-270,-180,392433370,30035981,500219699,1.015625,3048,-53.577526,39.56234
1625,1625,-769,236,6242,108,-388,-368,392433369,30035982,500219699,1.019531,3039,29.614614,52.482758
1626,1626,-769,236,6242,108,-388,-368,392433369,30035982,500219699,1.019531,3039,29.614614,52.482758
1627,1627,-769,236,6242,108,-388,-368,392433369,30035982,500219699,1.019531,3039,29.614614,52.482758
1628,1628,-762,199,5845,-1,-354,-62,392433369,30035983,500219699,1.011719,3027,-41.211166,17.389061
1629,1629,-762,199,5845,-1,-354,-62,392433369,30035983,500219699,1.011719,3027,-41.211166,17.389061
1630,1630,-762,199,5845,-1,-354,-62,392433369,30035983,500219699,1.011719,3027,-41.211166,17.389061
1631,1631,-750,184,5478,-25,-174,-468,392433368,30035983,500219699,1.011719,3025,5.873612,17.348602
1632,1632,-750,184,5478,-25,-174,-468,392433368,30035983,500219699,1.011719,3025,5.873612,17.348602
1633,1633,-750,184,5478,-25,-174,-468,392433368,30035983,500219699,1.011719,3025,5.873612,17.348602
1634,1634,-671,189,5169,-362,178,-194,392433368,30035984,500219700,1.011719,3026,38.160667,-26.010769
1635,1635,-671,189,5169,-362,178,-194,392433368,30035984,500219700,1.011719,3026,38.160667,-26.010769
1636,1636,-671,189,5169,-362,178,-194,392433368,30035984,500219700,1.011719,3026,38.160667,-26.010769
1637,1637,-655,214,4901,-119,-119,-46,392433367,30035984,500219701,1.019531,3037,-17.727678,-21.817244
1638,1638,-655,214,4901,-119,-119,-46,392433367,30035984,500219701,1.019531,3037,-17.727678,-21.817244
1639,1639,-655,214,4901,-119,-119,-46,392433367,30035984,500219701,1.019531,3037,-17.727678,-21.817244
1640,1640,-561,206,4736,-688,257,209,392433367,30035984,500219701,1.023438,3050,-11.873241,4.383677
1641,1641,-561,206,4736,-688,257,209,392433367,30035984,500219701,1.023438,3050,-11.873241,4.383677
1642,1642,-561,206,4736,-688,257,209,392433367,30035984,500219701,1.023438,3050,-11.873241,4.383677
1643,1643,-590,184,4613,-526,-109,-299,392433366,30035985,500219702,1.023438,3054,-41.652233,21.968964
1644,1644,-590,184,4613,-526,-109,-299,392433366,30035985,500219702,1.023438,3054,-41.652233,21.968964
1645,1645,-590,184,4613,-526,-109,-299,392433366,30035985,500219702,1.023438,3054,-41.652233,21.968964
1646,1646,-647,175,4530,-138,-278,-576,392433365,30035986,500219703,1.023438,3062,0.0,15.420755
1647,1647,-647,175,4530,-138,-278,-576,392433365,30035986,500219703,1.023438,3062,0.0,15.420755
1648,1648,-647,175,4530,-138,-278,-576,392433365,30035986,500219703,1.023438,3062,0.0,15.420755
1649,1649,-603,213,4485,-577,-198,410,392433364,30035987,500219704,1.027344,3076,-5.996892,37.639549
1650,1650,-603,213,4485,-577,-198,410,392433364,30035987,500219704,1.027344,3076,-5.996892,37.639549
1651,1651,-603,213,4485,-577,-198,410,392433364,30035987,500219704,1.027344,3076,-5.996892,37.639549
1652,1652,-608,201,4438,-71,2,205,392433364,30035987,500219705,1.03125,3088,-3.025841,15.640242
1653,1653,-608,201,4438,-71,2,205,392433364,30035987,500219705,1.03125,3088,-3.025841,15.640242
1654,1654,-608,201,4438,-71,2,205,392433364,30035987,500219705,1.03125,3088,-3.025841,15.640242
1655,1655,-600,176,4393,-198,110,-445,392433363,30035988,500219705,1.03125,3083,0.0,8.913007
1656,1656,-600,176,4393,-198,110,-445,392433363,30035988,500219705,1.03125,3083,0.0,8.913007
1657,1657,-600,176,4393,-198,110,-445,392433363,30035988,500219705,1.03125,3083,0.0,8.913007
1658,1658,-627,189,4329,-159,241,-311,392433363,30035988,500219705,1.03125,3080,-12.048574,17.793646
1659,1659,-627,189,4329,-159,241,-311,392433363,30035988,500219705,1.03125,3080,-12.048574,17.793646
1660,1660,-627,189,4329,-159,241,-311,392433363,30035988,500219705,1.03125,3080,-12.048574,17.793646
1661,1661,-627,203,4292,11,376,-311,392433362,30035989,500219706,1.03125,3086,-18.130394,17.850288
1662,1662,-627,203,4292,11,376,-311,392433362,30035989,500219706,1.03125,3086,-18.130394,17.850288
1663,1663,-627,203,4292,11,376,-311,392433362,30035989,500219706,1.03125,3086,-18.130394,17.850288
1664,1664,-626,230,4263,105,547,224,392433362,30035990,500219707,1.035156,3099,-24.261524,31.351288
1665,1665,-626,230,4263,105,547,224,392433362,30035990,500219707,1.035156,3099,-24.261524,31.351288
1666,1666,-626,230,4263,105,547,224,392433362,30035990,500219707,1.035156,3099,-24.261524,31.351288
1667,1667,-606,248,4239,199,426,15,392433360,30035991,500219708,1.035156,3099,6.084557,44.929157
1668,1668,-606,248,4239,199,426,15,392433360,30035991,500219708,1.035156,3099,6.084557,44.929157
1669,1669,-606,248,4239,199,426,15,392433360,30035991,500219708,1.035156,3099,6.084557,44.929157
1670,1670,-601,283,4190,61,296,-225,392433358,30035994,500219709,1.03125,3103,-18.26189,49.444332
1671,1671,-601,283,4190,61,296,-225,392433358,30035994,500219709,1.03125,3103,-18.26189,49.444332
1672,1672,-601,283,4190,61,296,-225,392433358,30035994,500219709,1.03125,3103,-18.26189,49.444332
1673,1673,-578,333,4147,-277,383,46,392433356,30035996,500219711,1.035156,3108,-27.429819,99.022163
1674,1674,-578,333,4147,-277,383,46,392433356,30035996,500219711,1.035156,3108,-27.429819,99.022163
1675,1675,-578,333,4147,-277,383,46,392433356,30035996,500219711,1.035156,3108,-27.429819,99.022163
1676,1676,-572,374,4115,-400,69,78,392433354,30035998,500219713,1.039062,3116,-24.469728,81.309433
1677,1677,-572,374,4115,-400,69,78,392433354,30035998,500219713,1.039062,3116,-24.469728,81.309433
1678,1678,-572,374,4115,-400,69,78,392433354,30035998,500219713,1.039062,3116,-24.469728,81.309433
1679,1679,-562,397,4083,-328,25,-145,392433352,30036001,500219714,1.039062,3117,-21.449368,92.768303
1680,1680,-562,397,4083,-328,25,-145,392433352,30036001,500219714,1.039062,3117,-21.449368,92.768303
1681,1681,-562,397,4083,-328,25,-145,392433352,30036001,500219714,1.039062,3117,-21.449368,92.768303
1682,1682,-575,435,4049,-430,-3,-3,392433349,30036004,500219716,1.035156,3117,-21.439777,85.94194
1683,1683,-575,435,4049,-430,-3,-3,392433349,30036004,500219716,1.035156,3117,-21.439777,85.94194
1684,1684,-575,435,4049,-430,-3,-3,392433349,30036004,500219716,1.035156,3117,-21.439777,85.94194
1685,1685,-532,454,4069,-565,106,-93,392433347,30036006,500219717,1.035156,3117,24.524519,86.018806
1686,1686,-532,454,4069,-565,106,-93,392433347,30036006,500219717,1.035156,3117,24.524519,86.018806
1687,1687,-532,454,4069,-565,106,-93,392433347,30036006,500219717,1.035156,3117,24.524519,86.018806
1688,1688,-544,478,4077,-401,-243,42,392433345,30036010,500219718,1.035156,3116,-3.060086,83.605461
1689,1689,-544,478,4077,-401,-243,42,392433345,30036010,500219718,1.035156,3116,-3.060086,83.605461
1690,1690,-544,478,4077,-401,-243,42,392433345,30036010,500219718,1.035156,3116,-3.060086,83.605461
1691,1691,-558,476,4045,-444,89,136,392433343,30036013,500219719,1.03125,3099,0.0,76.895416
1692,1692,-558,476,4045,-444,89,136,392433343,30036013,500219719,1.03125,3099,0.0,76.895416
1693,1693,-558,476,4045,-444,89,136,392433343,30036013,500219719,1.03125,3099,0.0,76.895416
1694,1694,-567,473,3988,-348,22,-6,392433341,30036016,500219720,1.027344,3092,16.203568,73.285172
1695,1695,-567,473,3988,-348,22,-6,392433341,30036016,500219720,1.027344,3092,16.203568,73.285172
1696,1696,-567,473,3988,-348,22,-6,392433341,30036016,500219720,1.027344,3092,16.203568,73.285172
1697,1697,-600,501,3864,-362,-435,-656,392433340,30036019,500219721,1.027344,3082,-26.034016,-29.575161
1698,1698,-600,501,3864,-362,-435,-656,392433340,30036019,500219721,1.027344,3082,-26.034016,-29.575161
1699,1699,-600,501,3864,-362,-435,-656,392433340,30036019,500219721,1.027344,3082,-26.034016,-29.575161
1700,1700,-583,498,3783,-680,-50,-413,392433338,30036022,500219722,1.027344,3083,47.997044,-66.453079
1701,1701,-583,498,3783,-680,-50,-413,392433338,30036022,500219722,1.027344,3083,47.997044,-66.453079
1702,1702,-583,498,3783,-680,-50,-413,392433338,30036022,500219722,1.027344,3083,47.997044,-66.453079
1703,1703,-532,529,3788,-442,-40,163,392433337,30036024,500219723,1.03125,3116,12.070491,32.30965
1704,1704,-532,529,3788,-442,-40,163,392433337,30036024,500219723,1.03125,3116,12.070491,32.30965
1705,1705,-532,529,3788,-442,-40,163,392433337,30036024,500219723,1.03125,3116,12.070491,32.30965
1706,1706,-526,543,3774,-326,-320,455,392433337,30036027,500219724,1.039062,3135,26.034016,9.046519
1707,1707,-526,543,3774,-326,-320,455,392433337,30036027,500219724,1.039062,3135,26.034016,9.046519
1708,1708,-526,543,3774,-326,-320,455,392433337,30036027,500219724,1.039062,3135,26.034016,9.046519
1709,1709,-534,531,3759,-53,-426,244,392433336,30036030,500219725,1.039062,3114,14.414639,71.46656
1710,1710,-534,531,3759,-53,-426,244,392433336,30036030,500219725,1.039062,3114,14.414639,71.46656
1711,1711,-534,531,3759,-53,-426,244,392433336,30036030,500219725,1.039062,3114,14.414639,71.46656
1712,1712,-476,501,3732,-162,-22,-199,392433334,30036032,500219726,1.035156,3113,33.600674,68.794617
1713,1713,-476,501,3732,-162,-22,-199,392433334,30036032,500219726,1.035156,3113,33.600674,68.794617
1714,1714,-476,501,3732,-162,-22,-199,392433334,30036032,500219726,1.035156,3113,33.600674,68.794617
1715,1715,-449,484,3721,-53,-135,-86,392433333,30036034,500219727,1.039062,3216,12.311571,60.606827
1716,1716,-449,484,3721,-53,-135,-86,392433333,30036034,500219727,1.039062,3216,12.311571,60.606827
1717,1717,-449,484,3721,-53,-135,-86,392433333,30036034,500219727,1.039062,3216,12.311571,60.606827
1718,1718,-416,486,3718,-164,274,92,392433332,30036036,500219728,1.035156,3147,21.995907,58.007362
1719,1719,-416,486,3718,-164,274,92,392433332,30036036,500219728,1.035156,3147,21.995907,58.007362
1720,1720,-416,486,3718,-164,274,92,392433332,30036036,500219728,1.035156,3147,21.995907,58.007362
1721,1721,-446,497,3728,-95,-22,49,392433330,30036038,500219729,1.039062,3144,2.067453,74.805061
1722,1722,-446,497,3728,-95,-22,49,392433330,30036038,500219729,1.039062,3144,2.067453,74.805061
1723,1723,-446,497,3728,-95,-22,49,392433330,30036038,500219729,1.039062,3144,2.067453,74.805061
1724,1724,-428,484,3779,-153,-69,-172,392433328,30036040,500219730,1.039062,3108,6.199619,73.246063
1725,1725,-428,484,3779,-153,-69,-172,392433328,30036040,500219730,1.039062,3108,6.199619,73.246063
1726,1726,-428,484,3779,-153,-69,-172,392433328,30036040,500219730,1.039062,3108,6.199619,73.246063
1727,1727,-439,477,3813,31,42,48,392433327,30036041,500219731,1.035156,3106,-6.100994,74.333382
1728,1728,-439,477,3813,31,42,48,392433327,30036041,500219731,1.035156,3106,-6.100994,74.333382
1729,1729,-439,477,3813,31,42,48,392433327,30036041,500219731,1.035156,3106,-6.100994,74.333382
1730,1730,-431,478,3837,-66,193,-54,392433325,30036043,500219732,1.035156,3101,-9.172037,74.500275
1731,1731,-431,478,3837,-66,193,-54,392433325,30036043,500219732,1.035156,3101,-9.172037,74.500275
1732,1732,-431,478,3837,-66,193,-54,392433325,30036043,500219732,1.035156,3101,-9.172037,74.500275
1733,1733,-428,502,3866,-147,399,140,392433323,30036045,500219733,1.03125,3075,-12.097886,87.099052
1734,1734,-428,502,3866,-147,399,140,392433323,30036045,500219733,1.03125,3075,-12.097886,87.099052
1735,1735,-428,502,3866,-147,399,140,392433323,30036045,500219733,1.03125,3075,-12.097886,87.099052
1736,1736,-432,504,3906,-447,161,-222,392433321,30036048,500219735,1.03125,35874,-12.251302,90.465202
1737,1737,-432,504,3906,-447,161,-222,392433321,30036048,500219735,1.03125,35874,-12.251302,90.465202
1738,1738,-432,504,3906,-447,161,-222,392433321,30036048,500219735,1.03125,35874,-12.251302,90.465202
1739,1739,-416,482,3989,-130,21,-105,392433319,30036050,500219736,1.027344,3099,0.0,99.066666
1740,1740,-416,482,3989,-130,21,-105,392433319,30036050,500219736,1.027344,3099,0.0,99.066666
1741,1741,-416,482,3989,-130,21,-105,392433319,30036050,500219736,1.027344,3099,0.0,99.066666
1742,1742,-424,430,4050,-510,-73,-327,392433317,30036052,500219737,1.027344,35870,-30.244715,87.099052
1743,1743,-424,430,4050,-510,-73,-327,392433317,30036052,500219737,1.027344,35870,-30.244715,87.099052
1744,1744,-424,430,4050,-510,-73,-327,392433317,30036052,500219737,1.027344,35870,-30.244715,87.099052
1745,1745,-424,394,4116,-175,8,-321,392433315,30036055,500219739,1.027344,3096,-3.039539,78.555229
1746,1746,-424,394,4116,-175,8,-321,392433315,30036055,500219739,1.027344,3096,-3.039539,78.555229
1747,1747,-424,394,4116,-175,8,-321,392433315,30036055,500219739,1.027344,3096,-3.039539,78.555229
1748,1748,-429,400,4158,-195,-165,-143,392433313,30036057,500219740,1.03125,35867,-6.087296,85.403839
1749,1749,-429,400,4158,-195,-165,-143,392433313,30036057,500219740,1.03125,35867,-6.087296,85.403839
1750,1750,-429,400,4158,-195,-165,-143,392433313,30036057,500219740,1.03125,35867,-6.087296,85.403839
1751,1751,-427,421,4173,-365,-107,-4,392433312,30036060,500219742,1.035156,3106,0.0,67.45443
1752,1752,-427,421,4173,-365,-107,-4,392433312,30036060,500219742,1.035156,3106,0.0,67.45443
1753,1753,-427,421,4173,-365,-107,-4,392433312,30036060,500219742,1.035156,3106,0.0,67.45443
1754,1754,-432,436,4187,-307,-188,4,392433310,30036062,500219743,1.039062,35892,-18.442701,68.091652
1755,1755,-432,436,4187,-307,-188,4,392433310,30036062,500219743,1.039062,35892,-18.442701,68.091652
1756,1756,-432,436,4187,-307,-188,4,392433310,30036062,500219743,1.039062,35892,-18.442701,68.091652
1757,1757,-413,430,4222,-321,227,188,392433309,30036064,500219744,1.039062,3134,-12.322529,72.792915
1758,1758,-413,430,4222,-321,227,188,392433309,30036064,500219744,1.039062,3134,-12.322529,72.792915
1759,1759,-408,428,4254,-184,101,-181,392433307,30036066,500219745,1.039062,35902,0.0,79.794273
1760,1760,-408,428,4254,-184,101,-181,392433307,30036066,500219745,1.039062,35902,0.0,79.794273
1761,1761,-408,428,4254,-184,101,-181,392433307,30036066,500219745,1.039062,35902,0.0,79.794273
1762,1762,-383,426,4296,-246,178,128,392433305,30036069,500219747,1.039062,3132,6.169483,59.223141
1763,1763,-383,426,4296,-246,178,128,392433305,30036069,500219747,1.039062,3132,6.169483,59.223141
1764,1764,-383,426,4296,-246,178,128,392433305,30036069,500219747,1.039062,3132,6.169483,59.223141
1765,1765,-369,416,4313,-127,132,66,392433304,30036072,500219747,1.039062,35892,0.0,61.818623
1766,1766,-369,416,4313,-127,132,66,392433304,30036072,500219747,1.039062,35892,0.0,61.818623
1767,1767,-369,416,4313,-127,132,66,392433304,30036072,500219747,1.039062,35892,0.0,61.818623
1768,1768,-358,400,4306,-57,333,207,392433302,30036075,500219748,1.039062,3122,-21.411011,54.206291
1769,1769,-358,400,4306,-57,333,207,392433302,30036075,500219748,1.039062,3122,-21.411011,54.206291
1770,1770,-358,400,4306,-57,333,207,392433302,30036075,500219748,1.039062,3122,-21.411011,54.206291
1771,1771,-374,391,4249,144,621,332,392433300,30036078,500219749,1.027344,35820,-30.518673,49.577843
1772,1772,-374,391,4249,144,621,332,392433300,30036078,500219749,1.027344,35820,-30.518673,49.577843
1773,1773,-374,391,4249,144,621,332,392433300,30036078,500219749,1.027344,35820,-30.518673,49.577843
1774,1774,-368,383,4184,-31,453,-748,392433298,30036081,500219750,1.023438,2909,-29.751596,54.190117
1775,1775,-368,383,4184,-31,453,-748,392433298,30036081,500219750,1.023438,2909,-29.751596,54.190117
1776,1776,-368,383,4184,-31,453,-748,392433298,30036081,500219750,1.023438,2909,-29.751596,54.190117
1777,1777,-330,424,4156,-369,-176,-517,392433295,30036085,500219751,1.019531,3031,8.025079,-22.22183
1778,1778,-330,424,4156,-369,-176,-517,392433295,30036085,500219751,1.019531,3031,8.025079,-22.22183
1779,1779,-330,424,4156,-369,-176,-517,392433295,30036085,500219751,1.019531,3031,8.025079,-22.22183
1780,1780,-336,410,4142,-178,-338,-492,392433293,30036089,500219753,1.019531,3089,-7.999508,-56.115936
1781,1781,-336,410,4142,-178,-338,-492,392433293,30036089,500219753,1.019531,3089,-7.999508,-56.115936
1782,1782,-336,410,4142,-178,-338,-492,392433293,30036089,500219753,1.019531,3089,-7.999508,-56.115936
